,#1 String,#2 String,label
184,"In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.","In CNN's latest move to rejuvenate ratings, the network has ousted Teya Ryan, general manager of U.S. programming.",1
6520,"The tech-heavy Nasdaq Stock Markets composite index lost the most ground, falling 16.95 points to 1,506,76.","The Nasdaq Composite Index lost 16.95, or 1.1 percent, to 1507.76, its first slide in five days.",1
6577,"State Democratic Chairman Herman Farrell, who is also chairman of the state Assembly's Ways and Means Committee, seemed perfectly happy to make it a political fight.","State Democratic Chairman Herman Farrell, who is also chairman of the Assembly's Ways and Means Committee, supports the Legislature's budget plan.",1
4516,"With the test, Hubbard said, ""I believe that we have found the smoking gun.","Magner, who is 54 and known as Marge, has been the consumer group's chief operating officer since April 2002, and sits on Citigroup's management committee.",0
2350,Several of the audience questions were new to the candidates as well.,Both Mr Blair and Foreign Secretary Jack Straw have denied that Britain had reneged on plans to involve the UN in the reconstruction of Iraq.,0
553,Authorities had no evidence to suggest the two incidents were connected.,"There was no immediate evidence that the two incidents were connected, police said.",1
1397,"""Here's what happened: I go to their Web site and start complaining to them, would you please, please, please stop bothering me,"" he said. ""","""I go to their website and start complaining to them, would you please, please, please stop bothering me,"" Mr. Booher told a reporter.",1
1384,"The broader Standard & Poor's 500 Index <.SPX> eased 7.57 points, or 0.76 percent, at 990.94.","The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.",1
6440,"Further out the curve, the benchmark 10-year note US10YT=RR shed 25/32 in price, taking its yield to 3.26 percent from 3.17 percent.","Early Wednesday, the benchmark 10-year US10YT=RR had lost 16/32 in price, driving its yield up to 3.33 percent from 3.26 percent late Tuesday.",1
7947,"ONG KONG, July 9 Tens of thousands of demonstrators gathered tonight before the legislature building here to call for free elections and the resignation of Hong Kong's leader.",Tens of thousands of demonstrators gathered yesterday evening to stand before this city's legislature building and call for free elections and the resignation of Hong Kong's leader.,1
5856,"""Writing safe programs that demonstrate an infection vector is adequate [to demonstrate a vulnerability] without building in the reproductive sequences.","Kenneth ""Supreme"" McGriff was sentenced to 37 months by U.S. District Judge J. Frederick Motz for illegally possessing a handgun as a convicted felon at a Maryland firing range.",0
4903,"The document warns of potential panic attacks, psychosis and convulsions in some cases.","The OpForce product currently works with Solaris, AIX, Red Hat Linux and Windows servers.",0
297,"Rescue and search operation had been going on since the tragedy happened on Thursday night, Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network.","Rescue and search operation was on to find them, Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network.",1
443,The high court reversed a decision by a U.S. appeals court that upheld the law.,"The computers were reportedly located in the U.S., Canada and South Korea.",0
8426,"Dixon's win moved him into second place in the points standings, 49 behind Kanaan.","""It's always fun to come to Colorado,"" said Dixon, who moved into second in the IRL standings behind Kanaan.",1
5215,Hospitals and the Red Cross appealed to blood donors yesterday.,"In Montana, tension was high Friday morning as officials prepared for what one official called an ``ugly'' forecast: more dry lightning and wind storms.",0
9657,A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.,"""It still remains to be seen whether the revenue recovery will be short or long lived,"" he said.",0
8630,"He said the royal family has poisoned the princes' ""little minds.""","Kroc ranked No. 121 on Forbes magazine's latest list of the nation's wealthiest people, with an estimated net worth of $1.7 billion.",0
2077,"The insulation can sift through cracks in the ceiling, around light fixtures or around ceiling fans, so cracks should be sealed, they recommend.","Microsoft calls it: ""A brand new client platform for building smart, connected, media-rich applications in Longhorn.""",0
6017,"On April 11, Mayor Bart Peterson said it was ""inconceivable"" that the airline would resume operations at the base that had employed 1,500 workers, including 1,100 mechanics.","On April 11, Mayor Bart Peterson conceded that the facility's fate was inevitable, quashing the hopes of the airline's 1,500 local workers, including 1,100 mechanics.",1
4751,Mr. Bush said he was taking the action in response to Hamas's claim of responsibility for the bus bombing in Israel on Tuesday that killed 20 people.,"Bush said in a statement that he ordered the U.S. Treasury Department to act following Tuesday's suicide bombing attack in Jerusalem, which killed 20 people.",1
9285,"But he said there was a ""total fear to start with because you are completely at the mercy of the winds"".","Companies expected to benefit from the funds are Fujitsu Ltd., Mitsubishi Electric Corp., Motorola Japan Ltd., NEC Corp., Panasonic Mobile Communications Co. Ltd. and Sharp Corp.",0
2229,"""Instead of pursuing the most imminent and real threats to our future -- terrorism -- this Bush administration chose to settle old scores,"" he said.","""Instead of pursuing the most imminent and real threats - international terrorists,"" Graham said, ""this Bush administration chose to settle old scores.""",1
2842,Cisco pared spending during the quarter to compensate for sluggish sales.,"In response to sluggish sales, Cisco pared spending.",1
2537,"Shares of Tampa-based Outback Steakhouse Inc. closed at $44.50, up $1.78, or 4.2 percent, on the New York Stock Exchange.","Shares of the Oak Brook, Ill.-based hamburger giant closed at $24.60, up 51 cents, or 2.1 percent, on the New York Stock Exchange.",1
194,"The two men, whose names were not released, both were using Pakistani passports and were seen together at the airport earlier in the evening, police said.","The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said.",1
9634,"In after-hours trading, H-P shares rose 62 cents to $22.83 after adding 56 cents in the regular session.","In after-hours trading, Hewlett-Packard shares rose 55 cents, to $22.86, according to Instinet.",1
6739,"The others were ABN AMRO AAH.AS , ING ING.AS , Goldman Sachs GS.N and Rabobank [RABN.UL].","The five main banks are ABN AMRO AAH.AS , ING ING.AS , J.P. Morgan JPM.N , Goldman Sachs GS.N and Rabobank [RABN.UL].",1
817,"If a company won't do so, its drugs could be prescribed to Medicaid patients only with the state's say-so.","Furthermore, Mr Bremer said that as many as 200 operatives from the extremist group Ansar al Islam had slipped back into the country since May 1.",0
3367,"Westermayer was 26 then, and a friend and former manager who knew she was unhappy in her job tipped her to another position.","The people who are sending these messages are infringing on my rights and everyone else's rights to use your computer,"" McKechnie said.",0
6088,"Lord Falconer hailed the changes as ""a new beginning as far as the courts, Crown Prosecution Service and police are concerned"".","""It's a new beginning as far as the courts, Crown Prosecution Service and police are concerned, making the criminal justice system work better.""",1
2578,They also said the rule will make the nation's electrical system more reliable -- a high-profile issue after last week's massive power blackout.,"They also said the rule will improve the reliability of the nation's electrical system, which is needed after last week's massive power blackout.",1
1131,Both were charged with four counts of aggravated assault and 14 counts of endangering the welfare of children.,The Jacksons each were charged with four counts of aggravated assault and 14 counts of child endangerment.,1
11251,"With the purge, Siebel will have cut 2,400 employees - or nearly one-third of its workforce - since the end of 2001.","Now, for the first time, those without Internet access can sign up with a single phone call.",0
5505,"In an appearance before a parliamentary committee on Tuesday, Mr. Blair suggested that only ""evidence of weapons programs"" rather than the weapons themselves would be uncovered.","On Tuesday, Blair suggested that only ""evidence of weapons programs"" rather than the weapons themselves would be uncovered.",1
6114,The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,"The $85 million agreement was reached in September, less than two months after Archbishop Sean O'Malley took over as leader of the nation's fourth-largest diocese.",1
9621,"""First, the target was not clear . . . we should have authentic evidence of the target that they really hate Islam,"" he said.","In jihad, the target must be clear, meaning that we should have authentic evidence of the target that they really hate Islam,"" Imron said.",1
8988,"Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.","Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.",1
320,"""It's a terrible tragedy, people who were on the way home, all of a sudden, taken from us,"" Bloomberg said at a dockside news conference.","Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.",0
1371,In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications.,"Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.",1
4042,"However, a recent slide in prices and OPEC's expectations of a surge in oil inventories have compounded its fears about a further softening of the market.",A 14 percent slide in crude prices this month and expectations of a build up in oil inventories compounded OPEC's fears of a further softening of the market.,1
6699,"In that position, Elias will report to Joe Tucci, president and CEO of EMC.",Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).,0
10658,The Bush administration's hope is that by increasing the efficiency of older power plants -- especially coal -- more power can be produced more cheaply.,The administration's hope is that by increasing the efficiency of older coal-fired plants - the most affected segment - more power can be produced more cheaply.,1
907,Stardust was designed to gather thousands of dust particles streaming from Wild 2.,"About 1,000 people attended the ceremony, kicking off two days of observances tied to the March on Washington.",0
8071,"On Monday, one American soldier was killed and another was wounded when their convoy was ambushed in northern Iraq.","Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.",0
3950,He was taken to a hospital for precautionary X-rays on his neck.,"Harvey was taken to St. Luke's Hospital for precautionary neck X-rays, which came back negative.",1
5529,Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission.,"Turki Nasser al-Dandani, another key Saudi operator for Al Qaeda and a second main suspect in the Riyadh bombings remains at large.",0
6399,"The Infineon case began in August 2000, when Rambus accused Infineon of patent infringement and Infineon counter-sued Rambus for breach of contract and fraud.","At that time, Rambus accused Infineon of patent infringement and Infineon countersued Rambus for breach of contract and fraud.",1
10789,Both Strain 121 and Pyrolobus fumarii are members of the unusual life domain known as Archaea.,Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.,0
8610,Officer Evans did not respond to requests for an interview last week.,Officer Evans had declined written and telephone requests for an interview.,1
6753,Clayton Homes' stock ceased trading on the New York Stock Exchange after Wednesday's close.,"The body's hair, sources said, appeared to be blond with dark roots, the same as Aronov's.",0
8761,It cut taxes while still balancing the budget for three years and bringing down Europe's highest national debt as a proportion of gross domestic product after Italy.,"Dotson told FBI agents that he shot Dennehy after the player tried to shoot him, according to the arrest warrant affidavit.",0
9997,"The Pentagon statement said that allowing Hamdi access to a lawyer ""is not required by domestic or international law and should not be treated as a precedent.""","The UMass president has acknowledged talking to him once since he went on the lam in 1995, just before federal indictments were handed down.",0
9753,"But he said there was a ""total fear to start with because you are completely at the mercy of the winds"".",Platinum prices soared to 23-year highs earlier this year after President Bush (news - web sites) proposed investing $1.2 billion for research on fuel cell-powered vehicles.,0
926,"His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.","The computers were located in the United States, Canada and South Korea, he said.",0
244,"Similar rewards were offered for his two sons and lieutenants, Uday and Qusay.","TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.",0
15,"According to reports, Knight allegedly punched a parking attendant outside a Los Angeles nightclub.",He was arrested last week for allegedly punching a parking attendant outside a nightclub in LA.,1
143,"Police arrested a ""potential suspect"" Monday in the abduction of a 9-year-old who was found safe after two days, the police chief said.","Police have arrested a ""potential suspect"" in the abduction of 9-year-old Jennette Tamayo, San Jose Police Chief William Lansdowne said Monday.",1
5983,"And Robert B. Willumstad, 57, who is currently president of Citigroup, was named chief operating officer.","Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge.",0
2363,Tony winners will be announced June 8 in televised ceremonies from Radio City Music Hall.,"The magazine glorifies the soldiers but not necessarily the Bush administration, which put them in Iraq.",0
129,Prince William County prosecutors told a judge yesterday they now want the trial of sniper suspect John Allen Muhammad moved out of the area.,Prosecutors reversed course Friday and said they support moving the murder trial of sniper suspect John Allen Muhammad out of the Washington suburbs.,1
1161,"The crime report surveyed 11,600 police and law enforcement agencies nationwide.",Blair took over the Labour Party when his predecessor John Smith died of a heart attack in 1994.,0
7958,Jim Furyk celebrated his first Father's Day as a father by winning his first major golf championship.,"The Dow Jones industrial average .DJI rose 18.25 points, or 0.19 percent, to 9,586.71.",0
11591,"Pen Hadow became the first man last week to reach the geographic North Pole on an unsupported trek through Canada, a journey of about 770 km.","Network security products maker Secure Computing said Tuesday it is acquiring content filtering firm N2H2 for $20 million, furthering consolidation in an already competitive market.",0
9970,"""He may not have been there,"" the defence official said on Thursday.","""He may not have been there,"" said a defence official speaking on condition of anonymity.",1
6333,"Goldman is trying to sell the shares to institutional investors at $US13.15 each, said the traders, who received calls from the securities firm's sales force.","""The actions reflect our strong forward momentum as we intensify our business focus and work to achieve profitability.""",0
7001,"The industry groups non-manufacturing index rose to 50.7 during the month, up from Marchs reading of 47.9.","The Arizona-based ISM reported Monday that its non-manufacturing index rose to 50.7 last month, from 47.9 in March.",1
6839,"""I think it should have been released years ago,"" said Brian Rohrbough, whose son, Daniel, was killed at Columbine.",News that oil producers were lowering their output starting in November exacerbated a sell-off that was already under way on Wall Street.,0
5458,"Veritas said new customers can buy Bare Metal Restore for $900 per Windows client and $1,000 per Unix client.","South San Francisco, Calif.'s Genentech, the world's No. 2 biotech company, advanced 6.6 percent to $66.73.",0
6442,He then stabbed two passersby as he fled along a promenade by the Mediterranean Sea.,Eighty-six U.N. workers who were wounded in Tuesday's bombing were airlifted out for medical care.,0
5308,A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.,A spokesman at Strong Memorial Hospital said Doud was under evaluation Tuesday evening in the emergency room.,1
1876,"None of Deans opponents picked him as someone to party with, nor was Dean asked that question.",It calls for the agency to plan an independent safety and engineering organization.,0
2488,Justice Minister Martin Cauchon and Prime Minister Jean Chrétien have both said the Liberal government will introduce legislation soon to decriminalize possession of small amounts of pot for personal use.,"The strength of demand for credit increases the danger associated with delaying a tightening of policy that is called for on general macroeconomic grounds.""",0
8928,"Although Prempro pills were used in the study, the researchers said they had no evidence that other brands were safer.",But the Foreign Affairs Committee yesterday cleared Blair's cabinet of that accusation.,0
4479,"An ad agency employee gave the copy to a friend, who passed the movie to Gonzalez, prosecutors said.",Stanford (46-15) has a team full of such players this season.,0
1182,"Rock singer Ozzy Osbourne, recovering from a quad bike crash, is conscious and joking in his hospital bed, his daughter Kelly said tonight.","The system is priced from US$1.1 million to $22.4 million, depending on configuration.",0
2525,"""Our prognosis for a continued and steady recovery is being realized and the outlook remains bright,"" said Greg Stuart, president and CEO of the IAB.","On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.",0
7277,"""There were a number of bureaucratic and administrative missed signals -- there's not one person who's responsible here,"" Gehman said.","Shares of EDS gained $1.49, or 6.6 percent, to $23.999 early Wednesday on the New York Stock Exchange.",0
1170,"Earlier this year, the company announced a restatement of its 2002, 2001 and 2000 financial results.","Car volume fell 8 per cent, while light truck sales -- which include vans, pickups and SUVs -- rose 2.7 per cent.",0
10090,"Thyroid hormones are known to help in weight loss by stimulating metabolism, and they can help cut cholesterol too.",Feith said critics have misrepresented the work of the special intelligence group he set up in October 2001.,0
2182,"Weyerhaeuser is the one of the worlds largest producers of softwood lumber, with the capacity to produce 7.6 billion board feet a year.","Weyerhaeuser, one of the world's largest producers of softwood, can produce about 7.6 billion board feet a year.",1
11079,Consumers would still have to get a descrambling security card from their cable operator to plug into the set.,"Jordan Barowitz, a spokesman for Republican Mayor Michael Bloomberg said: ""The Comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts.""",0
6179,"But Ms Ward said the headroom under its financial covenants was ""tight"" and that there could be another downgrade if Southcorp breached any of its banking covenants.","As of Friday, the U.S. Centers for Disease Control and Prevention reported 1,602 human cases of West Nile so far this year, including 28 deaths.",0
11102,"Merrill Lynch upgraded the business software maker to ""buy"" from ""neutral"" with a 12-month price target of $15.","Yahoo accounts for 159,354 of the BSD sites, with 152,054 from NTT/Verio and 129,378 from Infospace, the survey found.",0
11169,"The upcoming second-quarter earnings season will be particularly important in offering investors guidance, they say.",They say second-quarter earnings reports will be key in giving investors that guidance.,1
3371,"They added that decisions have been made about how many troops will be moved, where they will come from, or where they will end up.",They said they only wanted to be entertaining and win the a prize and were fired for exercising free-speech rights.,0
9420,"The name for the robot, due to be launched at 2:05 p.m., was selected from among 10,000 names submitted by U.S. school children.","Taupo had been leading Mr Kibblewhite, 62, of Rotorua, on a three-day walk with a tramping party of eight.",0
1859,"""It should have reported that it was sailing with an atomic bomb cargo,"" Anomeritis said, referring to the quantity of explosives on board.","By late Thursday afternoon, Putnam said the U.S. Attorney in the Southern District of New York had subpoenaed its trading documents, raising the possibility of a criminal indictment.",0
6596,"The driver of the truck escaped and is now being sought by the police, Supoyo said.",But police say the driver of the truck has not been found and is wanted for questioning.,1
9677,"""I know this sounds counterintuitive, but it's true: City-grown pollution -- and ozone in particular -- is tougher on country trees,"" U.S. ecologist Jillian Gregg said.","The redesigned Finder also features search, coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac, Windows and UNIX file servers.",0
7203,"The technology-laced Nasdaq Composite Index .IXIC inched down 1 point, or 0.11 percent, to 1,650.","The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970.",1
1878,Engleman said the final report on the investigation could take as long as a year.,NASA plans to explore the Red Planet with ever more sophisticated robotic orbiters and landers.,0
6601,"Under the proposal, Slocan shareholders will get 1.3147 Canfor shares for each common share.","Under a proposed plan of arrangement, Slocan shareholders will receive 1.3147 Canfor shares for every Slocan share they own.",1
3588,"She said she eventually allowed him to fix her bike while she sat in his car, and they chatted.","At one point in the chain, a wholesaler would sell the questionable drugs to one of three huge national companies that supply virtually all drugs in this country.",0
7634,"""At this point, Mr. Brando announced: 'Somebody ought to put a bullet'"" through her head, the motion continued.","The other 18 people inside the building - two visitors and 16 employees, including Harrison's ex-girlfriend - escaped unharmed, Aaron said.",0
3121,"That second dossier, passed to journalists during Mr Blair's trip to Washington, said it drew on ""a number of sources, including intelligence material"".","That second dossier, passed to journalists on Mr Blair's trip to Washington to discuss war plans, said it drew upon ""a number of sources, including intelligence material"".",1
387,"""This action in no way reduces our commitment to the North American market or changes our long-term plan for growth,"" said O'Neill, who is based in California.",The attacks came as Mr Sharon faced down the hardline central committee of his Likud party in Jerusalem.,0
1311,It is for that reason that legal scholars said the Denver ruling is at least plausible.,It is for that reason that legal scholars said Judge Nottingham's decision was at least plausible.,1
1032,"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.","In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.",1
9301,"""I'm really excited about going to Cleveland,"" James told ESPN.com.",A 14 percent slide in crude prices this month and expectations of a build up in oil inventories compounded OPEC's fears of a further softening of the market.,0
7359,"""Really, this plan is an insult to working parents throughout New York City,"" Mr. Silver said.","""His plan is an insult to working parents throughout New York City.""",1
7174,The procedure is generally performed in the second or third trimester.,A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.,0
6973,Taiwan ranked No. 3 in the world behind China and Hong Kong for SARS deaths and cases.,"It appears that the machine was cracked using a ptrace exploit by a local user immediately after the exploit was posted on BugTraq.""",0
4936,"Vivendi pointed out that in both possible combinations, it would maintain a substantial minority interest in a U.S. media corporation ""with excellent growth potential.""","In July, EMC agreed to acquire Legato Systems (Nasdaq: LGTO) for about $1.2 billion.",0
931,"""We need the somebody who notices them to come forward,"" he told a news conference to introduce his successor, Brig. Gen. Mastin M. Robeson.","""We are keeping an open mind,"" said Sergeant Magee.",0
6719,SPOT products run a Microsoft operating system and the company's DirectBand radio technology developed with SCA Data Systems.,The DirectBand network was developed with the assistance of SCA Data Systems.,1
4019,"Fifty-seven senators, including 24 Republicans, have signed the letter.","Of those who signed the letter, 57 are senators, including 24 Republicans.",1
691,Peter Lyman and Hal Varian of Berkeley's School of Information Management and Systems say that information production has increased by 30 percent each year between 1999 and 2002.,"That task appealed to two masters of the megabyte, Peter Lyman and Hal Varian, professors at the University of California-Berkeley's School of Information Management and Systems.",1
7201,"Malvo, 18, goes on trial Nov. 10 in the death of Franklin.",Pauley also announced Thursday that she has struck a deal with Random House to pen two books.,0
5987,"HP's shipments increased 48 percent year-over-year, compared to an increase of 31 percent for Dell.","HPs shipments increased 48 per cent year-on-year, compared to an increase of 31 per cent for Dell.",1
1909,"Stewart said she intends to declare her innocence and proceed to trial if she is indicted, her lawyer said in a statement.","Stewart intends to declare her innocence if indicted and proceed to trial, her lawyer said.",1
829,"South San Francisco's Genentech, the world's second-biggest biotechnology company, rose 6.6 percent to $66.73.","South San Francisco, Calif.'s Genentech, the world's No. 2 biotech company, advanced 6.6 percent to $66.73.",1
3498,"When the manager let him in the apartment, Brianna was in her mother's bedroom lying in a baby's bathtub, covered with a towel and watching cartoons.","When a manager let him into the apartment, the youngster was lying in a baby's bathtub, covered with a towel and was watching a TV cartoon channel.",1
2081,"""They will feel themselves to be deceived and they may well dismiss legitimate evidence of the risks of this and other drugs in the future.","They will feel themselves to be deceived and they may well dismiss legitimate evidence for the dangers and risks of this and other drugs in the future.""",1
10345,"Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market.",Circuit Judge Steven Ohmer ruled Friday that the law needed a further review by the state Supreme Court and would have caused irreparable harm had it taken effect Saturday.,0
10962,"Shares of Mandalay closed down eight cents to $29.42, before the earnings were announced.",Shares of Mandalay closed down 8 cents at $29.42 Thursday.,1
44,Revenue plunged 19 percent to $2.07 billion from $2.56 billion in the year-earlier quarter.,The company had revenue of $2.56 billion in the first quarter of 2002.,1
3939,"When fully operational, the facility is expected to employ up to 1,000 people.","They calculate that one-third of those taking the drug would gain an average of 11 years of life, free of cardiovascular disease.",0
7146,Their worst-case scenario is the accidental deletion or malicious falsification of ballots from the 1.42 million Californians who could vote on electronic touch-screen machines.,The Department of Homeland Security announced Tuesday that it has selected three companies to continue research into ways to thwart shoulder-fired missile attacks on U.S. commercial aircraft.,0
7817,"Against the dollar, the euro rose as high as $1.1535 -- a fresh four-year high -- in morning trade before standing at $1.1518/23 at 0215 GMT.","Against the dollar, the euro rose as high as $1.1537 , a fresh four-year high and up a half cent from around $1.1480 in late U.S. trade.",1
4319,"Still, Pinellas rabies cases fell sharply to 17 in 1996 and 3 in 1997, Agnew said.",Duque will return with Lu and Russia's Yuri Malenchenko when they leave the station next week.,0
2965,Oracle's $5 billion hostile bid for PeopleSoft is clearly not sitting well with PeopleSoft's executives.,"""The integration is exceeding almost every expectation we set for ourselves,"" Mr Roberts said on Thursday.",0
3969,"A former candidate for governor of New York, he styled himself an advocate of better corporate governance.","By Wednesday, the Red Planet will come as near to Earth as it has been in 60,000 years.",0
1187,"A promotional poster, complete with countdown dial, reminds readers of the upcoming release of ""Harry Potter and the Order of the Phoenix.""","The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix.""",1
10398,"The outbreak was especially intense in Colorado, where within the past month more than 6,300 people have been infected and at least six have died.","The outbreak was particularly intense in Colorado, where more than 6,300 people have been infected and at least six have died in the past month.",1
7212,"Other recommendations included a special counsel on oceans in the White House, creation of regional ocean ecosystem councils and a national system to protect marine reserves.",Other recommendations included the creation of regional ocean ecosystem councils and a national system to fully protect marine reserves.,1
8911,"Twenty-seven people were believed to have been spending Christmas Day with the caretaker of Saint Sophia Camp, a Greek Orthodox facility, when the mudslide roared through.","""In fact, I was physically sick several times at this stage, because he looked so desperate,"" she said.",0
284,"He has been at UCSD since 1991 and was appointed chancellor in 1996, after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials.","Dynes has been at UC San Diego since 1991 after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials.",1
10303,He plans to visit an AIDS clinic in Uganda and meet with infected mothers in Nigeria.,"From there he plans to visit South Africa and make stops in Botswana, Uganda and Nigeria.",1
4159,"Three-year-old Jaryd Atadero vanished on Oct. 2, 1999 while on a hiking trip with a church group.",He was on a hiking trip that day with a church group.,1
3092,"During this year's August to October quarter, Lowe's opened 38 new stores, including two relocations.","During the third quarter, Lowe's opened 38 new stores and now has 932 stores in 45 states.",1
7735,"New York City will get an estimated $182.5 million in tax revenue from the bonuses this year, compared with last year's $125.4 million.","The most recent killing was in 1998, when Dr. Barnett Slepian was shot and killed in his home in Amherst, N.Y.",0
4556,"As part of a 2001 agreement to extradite them from Canada, prosecutors agreed not to seek the death penalty.","As part of the agreement to extradite the two best friends from Canada, prosecutors agreed not to seek the death penalty for convictions.",1
10172,"Mr Charlton was in the third aisle when a man in a brown suit raced past him with his hands in the air, armed with the stakes.","The Fed's Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.",0
10464,He proposed a system under which it would take fewer and fewer votes to overcome a filibuster.,"Police chief Superintendent Jesus Verzosa, who heads the national police intelligence group, which had custody of Al-Ghozi, offered his resignation, and Ebdane accepted it.",0
4323,The new research will be published soon in the Proceedings of the National Academy of Sciences.,Taiwan ranked No. 3 in the world behind China and Hong Kong for SARS deaths and cases.,0
7469,"The Justice Department Aug. 19 gave pre-clearance for the Oct. 7 date for the election to recall Gov. Gray Davis, saying it would not affect minority voting rights.",Viles' body was discovered four hours later after he failed to respond to a call to return to his housing unit.,0
7233,"This is America, my friends, and it should not happen here,"" he said to loud applause.","""This is America, my friends, and it should not happen here.""",1
3364,"Grant also has been elected to Monsanto's board of directors, the company said in a statement.","Grant, a 22-year Monsanto veteran, also has been elected to the company's board of directors, Monsanto said in a statement.",1
1404,"By late Thursday afternoon, Putnam said the U.S. Attorney in the Southern District of New York had subpoenaed its trading documents, raising the possibility of a criminal indictment.","The Group of Seven nations, meanwhile, also saw some improvement, with the leading indicator rising to 119.1, from April's 118.2.",0
3195,"After that process is completed, it will take an additional six to eight months to refurbish the center, Day said.","U.S. Agriculture Secretary Ann Veneman, who announced Tuesdays ban, also said Washington would send a technical team to Canada to help.",0
7751,"Kenneth ""Supreme"" McGriff was sentenced to 37 months in prison for illegally possessing a handgun as a convicted felon at a firing range in Maryland.","Kenneth ""Supreme"" McGriff was sentenced to 37 months by U.S. District Judge J. Frederick Motz for illegally possessing a handgun as a convicted felon at a Maryland firing range.",1
6969,"Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida Friday, bringing powerful storms which further tested already-swollen lakes and rivers.","The Fed's Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.",0
969,"Like the Power4, the Power5 contains two processor cores on one chip.",President Bush signed a waiver exempting 22 countries because they had signed but not yet ratified immunity agreements.,0
9440,"He will leave Hollesley Bay open prison at Woodbridge, Suffolk, on Monday, July 21.",Helicopters hovered throughout the day over the Al-Khalidiya neighborhood where the raid took place.,0
3734,"Peterson, 31, is now charged with murder in the deaths of his 27-year-old wife and their unborn son.","Peterson, 31, is charged with two counts of first-degree murder in the slayings of his wife, Laci, and their unborn son, Conner.",1
925,"Some 175 million shares traded on the Big Board, a 7 percent increase from the same time a week ago.","Some 1.6 billion shares traded on the Big Board, a 17 percent increase over the three-month daily average.",1
11025,Microsoft this week released a critical update to fix a bug with its newly released Office 2003 suite.,"Microsoft has released a critical update for its newly released office suite, Office 2003.",1
9463,"At the very long end, the 30-year bond US30YT=RR slid a full point for a yield of 4.47 percent from 4.41 percent.","At the very long end, the 30-year bond US30YT=RR lost 2/32 for a yield of 4.41 percent.",1
4725,"Columbia was destroyed during re-entry Feb. 1, killing its seven astronauts.",Security assessments of these facilities should take place every three years.,0
7639,Fewer than a dozen FBI agents were dispatched to secure and analyze evidence.,Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing.,1
2851,Variable annuity sales surged 82 percent to $4.2 billion.,"Some 175 million shares traded on the Big Board, a 7 percent increase from the same time a week ago.",0
9578,"The company said that with proper funding, ABthrax could be available for emergency use as early as the end of 2004.",Human Genome said ABthrax could be available for emergency use as early as the end of 2004.,1
11458,"On Thursday, a Post article argued that a 50-basis-point cut was most likely.","Prices for Treasury securities also rose, with the yield on the benchmark 10-year note falling to 4.19 percent.",0
5956,Qanbar said the council members would possibly elect a chairman later Sunday.,US authorities have said the council would include 20 to 25 members.,1
